,insurance_price,registration_year,model,type,gearbox,power,mileage,fuel,brand,damage,price
22677,,10,one,small car,manual,75,60000,gasoline,mini,0.0,5915
76253,,1,sprinter,bus,manual,160,150000,diesel,mercedes_benz,,5323
58483,1460.0,2009,a5,coupé,auto,211,60000,gasoline,audi,0.0,18200
83403,110.0,1998,andere,limousine,manual,90,150000,gasoline,citroen,0.0,1255
75919,50.0,1993,polo,coupé,manual,55,150000,gasoline,volkswagen,0.0,819
80592,160.0,2000,3er,limousine,manual,170,150000,gasoline,bmw,0.0,3003
20159,,1,c_klasse,station wagon,manual,129,150000,gasoline,mercedes_benz,0.0,1547
51793,200.0,2007,carnival,bus,manual,185,150000,diesel,kia,0.0,4459
11985,500.0,2006,andere,bus,manual,109,150000,diesel,volkswagen,0.0,5414
32917,410.0,2001,cl,coupé,auto,129,150000,gasoline,mercedes_benz,0.0,4095
86868,60.0,1998,polo,small car,manual,60,125000,gasoline,volkswagen,,909
80837,430.0,2005,1er,limousine,manual,122,150000,diesel,bmw,0.0,5642
18450,150.0,2003,polo,small car,manual,64,125000,gasoline,volkswagen,0.0,2356
67881,410.0,2003,z_reihe,convertible,manual,231,150000,gasoline,bmw,0.0,9827
49900,130.0,2000,astra,limousine,manual,100,150000,diesel,opel,1.0,1182
70394,30.0,2005,andere,,manual,156,150000,gasoline,citroen,,910
27183,170.0,2002,golf,station wagon,manual,115,150000,diesel,volkswagen,1.0,1456
43191,,2016,,,manual,103,125000,,fiat,0.0,2002
98292,1030.0,2015,andere,small car,manual,190,5000,gasoline,nissan,0.0,17290
43330,320.0,2009,fortwo,small car,,61,40000,gasoline,smart,0.0,3812
24303,340.0,2003,a4,station wagon,manual,163,150000,diesel,audi,1.0,2002
63498,120.0,1997,5er,limousine,manual,150,150000,gasoline,bmw,,1547
59504,200.0,2002,3er,limousine,manual,143,150000,gasoline,bmw,0.0,3002
22868,120.0,2016,andere,,manual,170,125000,gasoline,nissan,0.0,8645
51850,70.0,1998,corolla,small car,manual,86,150000,gasoline,toyota,0.0,910
79463,170.0,2003,bora,station wagon,,105,150000,,volkswagen,,2274
43284,400.0,2003,3er,coupé,manual,143,150000,gasoline,bmw,0.0,3913
75338,70.0,1999,astra,station wagon,manual,75,150000,gasoline,opel,0.0,1228
5433,250.0,2012,corsa,small car,manual,70,60000,gasoline,opel,0.0,5450
83637,330.0,2007,159,limousine,manual,160,50000,gasoline,alfa_romeo,0.0,5869
81968,320.0,2010,passat,station wagon,manual,143,150000,diesel,volkswagen,0.0,6279
82920,440.0,2014,andere,station wagon,manual,105,40000,gasoline,skoda,0.0,11375
86805,80.0,1995,golf,limousine,manual,60,150000,,volkswagen,,1092
89416,110.0,1996,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,591
84918,80.0,2002,andere,other,manual,101,150000,gasoline,mazda,0.0,1001
86674,80.0,2000,,,,0,150000,,mitsubishi,,2275
84294,540.0,2008,galant,limousine,auto,162,125000,gasoline,mitsubishi,0.0,5914
9269,,2,,coupé,manual,116,125000,gasoline,mini,,4094
98680,690.0,2014,b_klasse,bus,manual,122,20000,gasoline,mercedes_benz,0.0,18109
60801,50.0,1994,3er,coupé,manual,140,150000,gasoline,bmw,,900
42470,,4,sharan,bus,manual,131,150000,diesel,volkswagen,0.0,5914
384,,5,c_klasse,limousine,manual,163,150000,gasoline,mercedes_benz,0.0,4186
51232,70.0,2003,andere,bus,manual,82,150000,gasoline,mitsubishi,1.0,728
17898,370.0,2010,doblo,bus,manual,105,125000,diesel,fiat,0.0,5459
69160,180.0,2010,colt,small car,manual,95,150000,gasoline,mitsubishi,0.0,2213
22860,140.0,1997,transporter,bus,manual,101,150000,diesel,volkswagen,,1719
42901,60.0,1996,escort,limousine,manual,90,60000,gasoline,ford,0.0,1365
1903,,1996,golf,limousine,manual,75,150000,gasoline,volkswagen,1.0,455
95415,940.0,2009,golf,station wagon,manual,140,125000,diesel,volkswagen,0.0,9509
22247,300.0,2003,3er,coupé,auto,170,150000,gasoline,bmw,0.0,5723
52670,160.0,2005,corsa,small car,manual,60,150000,gasoline,opel,0.0,2229
67257,,2016,a8,,auto,300,150000,,audi,,1233
61187,180.0,2001,golf,other,manual,105,125000,gasoline,volkswagen,0.0,2912
82820,70.0,1998,andere,limousine,manual,77,100000,diesel,land_rover,0.0,1092
96440,,2016,golf,,manual,0,150000,diesel,volkswagen,,7280
78735,1670.0,2014,golf,limousine,auto,184,70000,diesel,volkswagen,0.0,24479
23805,1660.0,2008,cc,coupé,manual,170,125000,diesel,volkswagen,1.0,10010
78847,490.0,2009,passat,station wagon,manual,170,150000,diesel,volkswagen,0.0,7098
90742,300.0,2014,astra,station wagon,manual,110,30000,diesel,opel,0.0,17290
8042,400.0,2006,ibiza,small car,manual,75,60000,gasoline,seat,0.0,5450
89121,480.0,2007,v70,station wagon,manual,163,150000,diesel,volvo,0.0,7416
17245,80.0,1999,6_reihe,coupé,manual,74,150000,gasoline,mazda,0.0,1046
69390,,2,3er,limousine,manual,116,150000,gasoline,bmw,0.0,2638
77684,70.0,1998,megane,bus,manual,90,150000,gasoline,renault,0.0,546
41325,660.0,2008,cooper,convertible,manual,170,50000,gasoline,mini,0.0,13331
72885,110.0,1989,5er,limousine,manual,128,150000,gasoline,bmw,,1729
91432,100.0,2002,astra,coupé,manual,147,150000,,opel,,2138
13477,100.0,2001,andere,limousine,manual,116,150000,diesel,volvo,0.0,1319
40891,240.0,1996,andere,limousine,auto,241,150000,liquefied petroleum gas,jaguar,,2548
58054,1290.0,2004,,,,0,100000,gasoline,mercedes_benz,1.0,11739
58666,500.0,2008,avensis,station wagon,manual,126,150000,diesel,toyota,0.0,6142
56186,170.0,2004,6_reihe,station wagon,manual,141,150000,gasoline,mazda,0.0,1729
34894,280.0,1999,clk,coupé,auto,218,150000,gasoline,mercedes_benz,0.0,5005
81092,790.0,2005,a3,coupé,manual,200,90000,gasoline,audi,0.0,10009
35434,570.0,2010,golf,limousine,manual,86,50000,gasoline,volkswagen,0.0,8645
26534,110.0,1998,golf,limousine,manual,101,150000,gasoline,volkswagen,0.0,1446
28145,,15,fortwo,small car,manual,71,30000,gasoline,smart,0.0,9099
98272,,1999,corsa,small car,manual,67,125000,diesel,opel,0.0,500
50326,30.0,2001,zafira,bus,manual,125,150000,gasoline,opel,0.0,1228
99953,40.0,2000,scenic,bus,manual,95,150000,gasoline,renault,0.0,772
16399,200.0,2002,zafira,bus,manual,125,100000,gasoline,opel,0.0,2684
73294,,99,mondeo,limousine,manual,0,5000,gasoline,ford,,1183
35900,150.0,2007,ka,small car,manual,60,90000,gasoline,ford,,2001
77750,110.0,2002,lupo,small car,manual,75,150000,gasoline,volkswagen,0.0,1729
44949,100.0,1994,3er,convertible,auto,116,150000,gasoline,bmw,0.0,1774
98795,110.0,2002,corsa,small car,manual,75,150000,gasoline,opel,0.0,1729
45112,60.0,1989,golf,limousine,auto,72,150000,gasoline,volkswagen,0.0,727
9061,80.0,2000,3er,limousine,auto,170,150000,gasoline,bmw,,1001
9045,,99,focus,limousine,manual,116,150000,gasoline,ford,0.0,1592
91804,140.0,2002,fiesta,small car,,80,125000,gasoline,ford,0.0,1788
34239,670.0,2013,fabia,station wagon,auto,105,40000,gasoline,skoda,0.0,9099
70059,1170.0,2015,a1,small car,manual,125,10000,gasoline,audi,0.0,16744
61984,220.0,2006,corsa,limousine,manual,125,125000,gasoline,opel,0.0,2720
76432,270.0,1999,3er,limousine,manual,136,150000,diesel,bmw,0.0,2911
84686,330.0,2007,mondeo,station wagon,manual,131,150000,diesel,ford,0.0,5459
96181,40.0,1998,astra,small car,manual,65,150000,gasoline,opel,0.0,819
43663,90.0,2000,andere,,manual,0,150000,,mitsubishi,,1228
9667,1300.0,2013,ducato,bus,manual,148,150000,diesel,fiat,0.0,12922
89640,100.0,2006,c1,small car,manual,68,150000,gasoline,citroen,0.0,2593
61707,320.0,2006,zafira,bus,manual,150,150000,diesel,opel,0.0,5687
37170,410.0,2009,fabia,station wagon,manual,69,80000,gasoline,skoda,0.0,5914
86691,280.0,2002,cooper,small car,manual,116,150000,gasoline,mini,0.0,3867
64470,480.0,2006,3er,limousine,manual,129,150000,gasoline,bmw,0.0,5450
89424,,8,panda,small car,manual,60,125000,compressed natural gas,fiat,0.0,3276
67273,130.0,2003,focus,bus,manual,120,125000,gasoline,ford,0.0,2238
13216,80.0,1998,golf,limousine,manual,75,150000,gasoline,volkswagen,,1319
14320,60.0,1999,golf,convertible,manual,116,150000,gasoline,volkswagen,0.0,1456
60850,,2016,golf,,manual,101,30000,,volkswagen,,1274
70017,,16,focus,,manual,116,150000,,ford,0.0,564
23596,410.0,2011,duster,,manual,105,70000,gasoline,dacia,0.0,8917
53320,100.0,2004,combo,station wagon,manual,65,150000,diesel,opel,0.0,1547
38218,450.0,2005,e_klasse,station wagon,auto,224,150000,diesel,mercedes_benz,0.0,6825
1015,,1,twingo,small car,manual,75,150000,gasoline,renault,0.0,500
42357,460.0,2007,andere,,auto,218,150000,diesel,jeep,0.0,8190
47954,5030.0,1977,andere,bus,manual,85,5000,gasoline,volkswagen,0.0,36127
5211,30.0,2000,almera,limousine,manual,90,150000,gasoline,nissan,0.0,1001
25964,50.0,2000,6_reihe,limousine,manual,116,150000,gasoline,mazda,0.0,687
84641,70.0,1995,corsa,small car,manual,0,150000,gasoline,opel,0.0,637
90271,,1997,mondeo,limousine,manual,170,150000,gasoline,ford,1.0,455
68458,20.0,1997,corsa,small car,manual,45,125000,gasoline,opel,0.0,609
41905,120.0,1999,a4,limousine,manual,101,150000,gasoline,audi,0.0,1183
30151,90.0,2001,3_reihe,station wagon,manual,101,150000,gasoline,peugeot,,1092
20254,,2016,polo,,manual,80,100000,,volkswagen,0.0,5005
16100,340.0,2003,a3,limousine,manual,102,150000,gasoline,audi,0.0,4095
55394,580.0,2009,touran,station wagon,manual,105,90000,gasoline,volkswagen,0.0,9009
46130,1600.0,2015,golf,limousine,manual,184,20000,diesel,volkswagen,0.0,26299
81288,1100.0,2009,viano,bus,auto,204,125000,diesel,mercedes_benz,0.0,18190
61520,70.0,1995,900,convertible,auto,170,20000,gasoline,saab,,1365
20507,170.0,2002,2_reihe,small car,manual,75,150000,gasoline,peugeot,0.0,2356
86326,,1998,corsa,small car,manual,45,150000,gasoline,opel,0.0,455
79193,730.0,2003,sl,convertible,auto,306,150000,gasoline,mercedes_benz,0.0,14469
20317,210.0,2008,fortwo,small car,auto,61,125000,gasoline,smart,0.0,3357
73176,260.0,1998,3er,limousine,manual,102,150000,gasoline,bmw,0.0,1820
59359,210.0,1991,andere,station wagon,manual,132,150000,gasoline,mercedes_benz,1.0,909
47093,,7,c1,small car,auto,68,125000,gasoline,citroen,0.0,2957
52034,10.0,2016,fortwo,,auto,0,90000,gasoline,smart,,819
97819,740.0,2011,5er,limousine,auto,245,90000,diesel,bmw,0.0,13195
15134,60.0,1994,80,limousine,manual,115,150000,gasoline,audi,0.0,900
92956,110.0,1998,omega,station wagon,manual,136,150000,gasoline,opel,1.0,727
7801,1170.0,2005,mustang,convertible,auto,305,90000,gasoline,ford,0.0,15015
96832,60.0,1999,andere,small car,manual,68,125000,gasoline,skoda,,728
88226,60.0,2007,,small car,manual,80,150000,,volkswagen,,1092
82117,580.0,2006,3er,station wagon,auto,163,125000,diesel,bmw,0.0,9509
7063,60.0,1997,polo,limousine,manual,60,150000,gasoline,volkswagen,0.0,773
76270,140.0,2007,agila,bus,manual,60,150000,gasoline,opel,0.0,2447
7789,230.0,2000,a6,limousine,manual,150,150000,diesel,audi,0.0,2639
87073,500.0,1985,andere,coupé,manual,158,80000,gasoline,alfa_romeo,1.0,4459
55796,240.0,2008,6_reihe,station wagon,auto,147,150000,gasoline,mazda,0.0,3549
8447,290.0,1995,7er,limousine,auto,326,150000,gasoline,bmw,1.0,1820
34550,60.0,1995,a4,limousine,manual,125,150000,gasoline,audi,,546
22185,330.0,2002,3er,limousine,auto,143,150000,gasoline,bmw,0.0,4004
94869,610.0,2008,slk,convertible,auto,136,70000,gasoline,mercedes_benz,0.0,14105
22626,,16,,,manual,55,100000,,hyundai,0.0,1046
42177,150.0,2007,passat,station wagon,manual,170,150000,diesel,volkswagen,0.0,3458
74594,220.0,2001,yaris,small car,auto,0,150000,,toyota,0.0,1592
7125,560.0,2009,passat,station wagon,manual,110,100000,diesel,volkswagen,0.0,9009
8154,50.0,1995,3er,station wagon,manual,101,150000,,bmw,,728
39179,240.0,2001,s60,limousine,manual,140,150000,gasoline,volvo,0.0,2502
93206,60.0,2000,vectra,station wagon,manual,100,150000,gasoline,opel,0.0,1274
87062,,7,3er,limousine,manual,129,90000,gasoline,bmw,0.0,8099
84706,100.0,1999,cordoba,station wagon,manual,75,150000,gasoline,seat,1.0,591
82352,400.0,2005,3er,limousine,auto,150,125000,gasoline,bmw,0.0,5642
65631,1210.0,2006,a4,convertible,manual,232,125000,diesel,audi,0.0,17745
96143,,7,1er,limousine,manual,122,150000,gasoline,bmw,0.0,6279
51426,100.0,2006,fiesta,small car,manual,60,100000,gasoline,ford,0.0,2502
29087,,16,3er,,manual,102,150000,gasoline,bmw,,1092
90819,130.0,2005,3_reihe,limousine,manual,109,150000,diesel,mazda,0.0,1865
31252,50.0,1997,golf,limousine,manual,75,150000,gasoline,volkswagen,0.0,1001
89819,60.0,2006,fiesta,small car,manual,80,150000,,ford,,910
85523,290.0,2008,,,auto,186,150000,diesel,sonstige_autos,0.0,5141
31870,70.0,2001,corsa,small car,manual,0,150000,gasoline,opel,0.0,1365
34289,630.0,2013,tt,convertible,manual,160,40000,gasoline,audi,0.0,25935
81773,160.0,2004,c_max,bus,manual,120,150000,gasoline,ford,0.0,2629
62558,220.0,2002,a4,limousine,auto,131,125000,gasoline,audi,0.0,4095
49401,190.0,1990,andere,coupé,auto,240,150000,gasoline,subaru,0.0,1638
61563,610.0,2012,zafira,bus,manual,125,80000,diesel,opel,0.0,11829
79945,940.0,2011,golf,limousine,manual,160,70000,gasoline,volkswagen,0.0,13640
46267,,2016,tucson,,manual,141,125000,,hyundai,0.0,4095
53390,,2016,1er,,auto,163,150000,diesel,bmw,0.0,8644
6189,110.0,2016,3_reihe,,manual,140,90000,diesel,peugeot,0.0,10829
97750,510.0,2007,v70,station wagon,manual,185,150000,diesel,volvo,0.0,5055
80743,200.0,2001,a4,station wagon,manual,110,150000,diesel,audi,,1810
50379,220.0,2009,fiesta,small car,manual,82,70000,gasoline,ford,0.0,6324
7689,80.0,1994,3er,limousine,manual,150,150000,gasoline,bmw,0.0,546
96420,120.0,2004,,small car,manual,103,150000,liquefied petroleum gas,rover,0.0,2538
42161,60.0,2001,punto,small car,manual,75,150000,gasoline,fiat,,546
10078,1000.0,2006,a3,,manual,140,150000,diesel,audi,0.0,9555
55770,90.0,1997,megane,limousine,manual,75,80000,,renault,1.0,637
61499,1370.0,2012,c_klasse,limousine,auto,265,125000,diesel,mercedes_benz,0.0,22158
21737,240.0,2008,corsa,small car,manual,125,80000,diesel,opel,0.0,6279
1420,70.0,2000,golf,limousine,manual,116,150000,diesel,volkswagen,0.0,2320
72941,80.0,2003,,small car,manual,6,5000,,citroen,0.0,818
6826,,2016,,,manual,65,150000,,ford,0.0,500
97405,110.0,1998,polo,small car,manual,75,150000,gasoline,volkswagen,0.0,545
52167,740.0,2004,5er,limousine,auto,333,125000,gasoline,bmw,0.0,12922
31883,140.0,2001,5er,station wagon,manual,170,150000,gasoline,bmw,0.0,2729
75745,,95,golf,convertible,manual,90,150000,gasoline,volkswagen,0.0,3822
15854,510.0,2003,m_reihe,convertible,auto,343,150000,gasoline,bmw,0.0,5632
4779,750.0,2012,zafira,bus,manual,131,150000,diesel,opel,0.0,8736
86445,120.0,2002,fortwo,small car,auto,41,80000,diesel,smart,0.0,2912
49243,560.0,2008,1er,limousine,manual,177,150000,diesel,bmw,1.0,4459
88166,100.0,2000,andere,,manual,125,150000,gasoline,honda,0.0,909
83735,330.0,2009,b_klasse,bus,manual,116,80000,gasoline,mercedes_benz,0.0,7962
48983,50.0,2001,3_reihe,limousine,manual,98,150000,gasoline,mazda,0.0,1319
17274,100.0,1996,a4,limousine,auto,125,150000,gasoline,audi,0.0,1456
62943,,99,c_klasse,station wagon,manual,122,80000,gasoline,mercedes_benz,0.0,2912
23846,730.0,2008,focus,limousine,manual,101,90000,gasoline,ford,1.0,5687
50661,450.0,2001,andere,limousine,manual,250,150000,gasoline,audi,0.0,7280
18678,290.0,2007,i_reihe,limousine,manual,122,125000,gasoline,hyundai,0.0,4550
62961,130.0,1999,c_klasse,station wagon,manual,122,150000,gasoline,mercedes_benz,1.0,1092
22832,,2016,a3,,manual,150,150000,gasoline,audi,0.0,2593
79728,,2016,passat,,manual,131,150000,,volkswagen,0.0,2684
77466,1860.0,2011,transporter,bus,manual,179,90000,diesel,volkswagen,0.0,25935
64354,260.0,2008,note,bus,manual,88,70000,gasoline,nissan,0.0,5551
31339,60.0,2002,vectra,limousine,auto,108,150000,gasoline,opel,1.0,1273
5717,100.0,1997,megane,limousine,manual,75,150000,gasoline,renault,0.0,682
12196,1670.0,1994,andere,station wagon,manual,315,150000,gasoline,audi,0.0,28665
91494,1460.0,2011,a6,limousine,auto,245,70000,diesel,audi,0.0,31713
87948,,2016,seicento,,manual,39,150000,,fiat,,1365
99635,150.0,1997,a6,station wagon,manual,174,150000,gasoline,audi,1.0,773
75286,120.0,2000,punto,small car,manual,0,150000,gasoline,fiat,,909
5739,400.0,2006,a_klasse,limousine,auto,116,150000,gasoline,mercedes_benz,0.0,5278
69998,260.0,2005,ibiza,small car,manual,75,40000,gasoline,seat,0.0,3621
11585,,1996,golf,limousine,manual,75,150000,gasoline,volkswagen,,500
3951,70.0,2002,3er,coupé,manual,115,150000,gasoline,bmw,,2639
39918,80.0,2001,corsa,small car,manual,58,50000,gasoline,opel,0.0,2411
9228,340.0,2006,andere,bus,manual,115,150000,diesel,nissan,0.0,4277
97793,150.0,2002,galaxy,bus,auto,116,150000,diesel,ford,0.0,3639
35372,,2016,a4,,auto,143,150000,diesel,audi,0.0,12649
19666,2200.0,2012,c_klasse,limousine,manual,156,40000,gasoline,mercedes_benz,1.0,13649
27056,,99,golf,station wagon,manual,75,150000,gasoline,volkswagen,0.0,1046
73157,570.0,2010,astra,limousine,manual,110,125000,diesel,opel,0.0,7007
17381,70.0,2016,golf,,manual,90,150000,diesel,volkswagen,0.0,2229
54882,420.0,1999,a6,station wagon,manual,200,150000,gasoline,audi,0.0,5914
94481,1240.0,2012,i_reihe,,auto,163,30000,gasoline,hyundai,0.0,20839
51342,470.0,2011,golf,,manual,140,125000,diesel,volkswagen,,10465
16809,250.0,1997,slk,convertible,manual,193,150000,gasoline,mercedes_benz,0.0,5460
78151,60.0,2004,corsa,small car,manual,75,150000,gasoline,opel,0.0,1410
27054,740.0,2009,caddy,bus,manual,105,40000,diesel,volkswagen,0.0,8185
73841,320.0,2010,colt,station wagon,manual,95,100000,gasoline,mitsubishi,0.0,5459
64089,,13,citigo,small car,manual,75,20000,gasoline,skoda,0.0,7725
64335,100.0,2004,focus,station wagon,manual,101,150000,diesel,ford,0.0,1364
45038,110.0,1992,mx_reihe,coupé,manual,165,150000,gasoline,mazda,0.0,1810
53225,420.0,2009,golf,station wagon,manual,80,125000,gasoline,volkswagen,0.0,6551
25110,70.0,1998,golf,small car,manual,90,150000,gasoline,volkswagen,0.0,1046
11904,50.0,2002,clio,small car,manual,75,150000,gasoline,renault,,1346
84132,130.0,2001,m_klasse,,auto,218,150000,gasoline,mercedes_benz,0.0,3230
98089,390.0,2009,fabia,station wagon,manual,69,150000,gasoline,skoda,0.0,5141
55681,40.0,2016,passat,,manual,101,150000,,volkswagen,1.0,910
97145,140.0,2004,focus,station wagon,manual,100,150000,diesel,ford,0.0,2457
71280,510.0,2008,focus,limousine,manual,109,90000,diesel,ford,0.0,6370
20602,330.0,2000,clk,coupé,auto,218,150000,gasoline,mercedes_benz,0.0,3503
77987,70.0,2003,rio,station wagon,manual,82,150000,gasoline,kia,0.0,1182
7453,400.0,2004,5er,limousine,auto,192,150000,gasoline,bmw,0.0,8645
53210,450.0,2005,v70,station wagon,auto,140,150000,gasoline,volvo,0.0,8963
20729,330.0,2008,zafira,station wagon,auto,150,150000,diesel,opel,,4823
48733,,4,fabia,station wagon,manual,0,150000,gasoline,skoda,0.0,2002
29871,300.0,2010,octavia,station wagon,manual,105,150000,diesel,skoda,0.0,5459
11492,260.0,2006,golf,limousine,manual,102,150000,gasoline,volkswagen,0.0,4186
93394,620.0,2008,santa,,auto,155,150000,diesel,hyundai,0.0,10192
52678,490.0,2006,e_klasse,station wagon,auto,150,150000,diesel,mercedes_benz,0.0,8463
76475,1160.0,2008,passat,coupé,auto,170,150000,diesel,volkswagen,0.0,12285
98446,90.0,2001,c5,limousine,manual,146,150000,diesel,citroen,1.0,546
3139,410.0,2006,3er,station wagon,manual,163,150000,diesel,bmw,0.0,6051
44532,140.0,2003,a6,station wagon,auto,163,150000,diesel,audi,0.0,2183
56233,,3,5er,limousine,auto,231,150000,gasoline,bmw,,8008
97882,60.0,1992,passat,station wagon,manual,115,150000,gasoline,volkswagen,,909
66762,180.0,2003,5er,limousine,manual,163,150000,,bmw,0.0,3458
77423,70.0,2003,vectra,limousine,manual,147,150000,diesel,opel,,2002
27437,340.0,1981,s_klasse,limousine,,0,150000,,mercedes_benz,0.0,4540
1528,1010.0,2006,m_klasse,,auto,224,150000,diesel,mercedes_benz,,12558
92604,250.0,2000,zafira,bus,manual,101,150000,gasoline,opel,0.0,2638
67531,,2016,a_klasse,,manual,0,100000,,mercedes_benz,0.0,5278
86519,110.0,1992,fiesta,small car,manual,131,125000,gasoline,ford,0.0,910
79060,40.0,2003,yaris,small car,manual,65,150000,gasoline,toyota,0.0,1319
17579,740.0,2003,,,auto,322,125000,gasoline,sonstige_autos,0.0,15470
71953,90.0,2007,andere,small car,manual,72,100000,gasoline,chevrolet,0.0,1547
66878,80.0,2002,corsa,small car,manual,75,150000,gasoline,opel,0.0,1446
43747,430.0,2012,andere,small car,manual,75,60000,gasoline,mazda,0.0,7279
89306,170.0,2003,andere,other,manual,90,150000,diesel,mercedes_benz,0.0,3184
135,210.0,2005,micra,small car,manual,65,125000,gasoline,nissan,0.0,2502
50320,510.0,2008,passat,station wagon,manual,105,150000,diesel,volkswagen,0.0,6733
89810,,2016,vito,,manual,0,90000,diesel,mercedes_benz,0.0,11375
23206,580.0,2011,5er,limousine,manual,204,150000,gasoline,bmw,0.0,15015
5379,80.0,1999,fortwo,small car,auto,54,150000,gasoline,smart,0.0,1274
74317,130.0,2001,golf,limousine,manual,75,150000,,volkswagen,0.0,1637
4654,300.0,2004,altea,station wagon,manual,140,150000,diesel,seat,0.0,3958
68670,,97,a4,station wagon,manual,90,125000,diesel,audi,0.0,2365
64063,,2016,polo,,manual,0,150000,gasoline,volkswagen,0.0,1001
16859,,13,b_max,bus,manual,90,5000,gasoline,ford,0.0,9100
37778,470.0,2013,ibiza,small car,manual,105,60000,gasoline,seat,0.0,9054
20245,,98,golf,limousine,manual,75,150000,gasoline,volkswagen,0.0,1819
29286,190.0,2007,passat,limousine,manual,150,150000,gasoline,volkswagen,0.0,4095
92591,710.0,2008,3er,limousine,manual,177,150000,diesel,bmw,0.0,10920
84762,,93,mondeo,limousine,manual,90,125000,gasoline,ford,0.0,546
26563,320.0,2006,a4,station wagon,manual,163,150000,gasoline,audi,0.0,7270
25384,1210.0,2010,golf,limousine,auto,211,60000,gasoline,volkswagen,0.0,14423
3536,190.0,2006,c5,limousine,manual,140,40000,gasoline,citroen,0.0,4044
6660,90.0,1991,golf,limousine,manual,75,100000,gasoline,volkswagen,1.0,1092
59256,460.0,2009,octavia,station wagon,manual,122,125000,gasoline,skoda,0.0,5905
63053,550.0,2010,polo,small car,manual,75,90000,diesel,volkswagen,0.0,7735
2258,1310.0,2011,a5,coupé,auto,245,80000,diesel,audi,0.0,26389
27246,40.0,1995,,coupé,manual,102,150000,gasoline,bmw,0.0,1364
60816,980.0,2005,transporter,bus,manual,174,150000,diesel,volkswagen,0.0,14105
742,240.0,1998,transporter,bus,manual,0,150000,,volkswagen,,3412
88006,120.0,1995,5er,limousine,auto,192,150000,gasoline,bmw,0.0,1365
62290,180.0,2001,3er,limousine,auto,118,125000,gasoline,bmw,0.0,2730
64121,1380.0,2009,x_trail,,manual,150,150000,diesel,nissan,0.0,14241
59531,270.0,2005,astra,limousine,manual,105,150000,gasoline,opel,0.0,3822
42197,860.0,2008,a8,limousine,auto,232,125000,diesel,audi,0.0,16380
54130,310.0,1983,kaefer,other,manual,34,90000,gasoline,volkswagen,,3184
30316,180.0,1999,golf,limousine,manual,101,150000,gasoline,volkswagen,0.0,2411
8102,260.0,2010,fortwo,small car,manual,71,30000,gasoline,smart,0.0,4995
20684,60.0,2002,c5,station wagon,manual,116,30000,gasoline,citroen,0.0,1274
88897,600.0,2008,touran,bus,manual,140,125000,gasoline,volkswagen,0.0,8189
18065,1260.0,2012,2_reihe,convertible,manual,120,20000,gasoline,peugeot,0.0,12512
6634,210.0,2003,golf,limousine,manual,75,150000,gasoline,volkswagen,0.0,2730
52022,,1995,golf,limousine,manual,90,150000,gasoline,volkswagen,0.0,455
26549,400.0,2005,golf,limousine,manual,200,150000,gasoline,volkswagen,0.0,5186
98240,90.0,1996,astra,station wagon,manual,75,150000,gasoline,opel,0.0,864
30614,70.0,1995,corsa,small car,manual,75,150000,gasoline,opel,,591
87653,130.0,1999,3er,limousine,manual,105,150000,gasoline,bmw,1.0,1365
19793,150.0,2003,,station wagon,manual,101,150000,diesel,skoda,0.0,1850
38417,,4,focus,station wagon,manual,90,150000,diesel,ford,0.0,1547
19976,730.0,2009,c_klasse,station wagon,auto,156,100000,gasoline,mercedes_benz,0.0,11420
26007,2190.0,2010,glk,,auto,231,100000,diesel,mercedes_benz,0.0,29939
36136,180.0,2004,octavia,station wagon,manual,102,150000,liquefied petroleum gas,skoda,0.0,3002
45590,230.0,2001,2_reihe,convertible,manual,136,150000,gasoline,peugeot,1.0,1638
91926,120.0,1999,beetle,limousine,manual,90,150000,diesel,volkswagen,1.0,910
88287,270.0,1999,e_klasse,station wagon,auto,143,150000,diesel,mercedes_benz,0.0,3639
80912,50.0,1994,golf,small car,manual,115,150000,gasoline,volkswagen,0.0,546
1437,170.0,2001,5er,station wagon,auto,163,150000,diesel,bmw,0.0,3367
26102,80.0,2000,golf,small car,manual,75,125000,gasoline,volkswagen,0.0,1820
46796,490.0,2004,rav,,manual,116,150000,diesel,toyota,0.0,5915
82368,,1,a_klasse,limousine,manual,102,125000,gasoline,mercedes_benz,0.0,1683
47527,120.0,2007,1_reihe,small car,manual,68,125000,gasoline,peugeot,0.0,2366
11016,1280.0,2007,transporter,bus,manual,131,30000,diesel,volkswagen,0.0,20748
74137,,8,a4,limousine,manual,143,150000,diesel,audi,0.0,9009
64243,140.0,1999,80,convertible,manual,125,150000,gasoline,audi,,1729
20825,50.0,1998,5er,limousine,auto,245,150000,,bmw,,1092
48753,910.0,2003,a4,station wagon,manual,344,150000,gasoline,audi,0.0,10829
58645,110.0,1993,passat,station wagon,manual,116,125000,gasoline,volkswagen,,910
26303,170.0,2009,micra,small car,manual,65,70000,gasoline,nissan,0.0,3549
94442,,2016,c_max,,manual,109,100000,diesel,ford,0.0,5869
40416,60.0,2016,golf,,,0,150000,diesel,volkswagen,,5005
84696,,2016,andere,,,75,150000,liquefied petroleum gas,peugeot,,5915
61093,70.0,1998,,station wagon,,75,150000,gasoline,volkswagen,0.0,1274
59568,120.0,1998,ibiza,small car,manual,0,150000,gasoline,seat,1.0,591
6817,60.0,1990,3er,limousine,manual,99,150000,gasoline,bmw,0.0,819
