,insurance_price,registration_year,model,type,gearbox,power,mileage,fuel,brand,damage,price
41530,90.0,2001,astra,limousine,auto,0,150000,gasoline,opel,0.0,900
88350,70.0,1992,corsa,small car,manual,45,150000,gasoline,opel,0.0,900
28925,90.0,1998,c_klasse,station wagon,manual,170,150000,gasoline,mercedes_benz,0.0,900
92065,150.0,2002,andere,convertible,auto,54,150000,gasoline,smart,1.0,900
73045,70.0,1996,micra,small car,auto,54,80000,gasoline,nissan,0.0,900
70330,110.0,1999,a3,limousine,manual,101,150000,gasoline,audi,0.0,900
4575,60.0,2001,twingo,small car,manual,58,150000,gasoline,renault,0.0,900
89700,30.0,2000,astra,station wagon,manual,101,150000,gasoline,opel,0.0,900
37775,110.0,2000,vectra,limousine,manual,101,150000,gasoline,opel,0.0,900
44565,60.0,1996,e_klasse,limousine,manual,136,150000,gasoline,mercedes_benz,0.0,900
83115,100.0,2001,3_reihe,convertible,manual,98,150000,gasoline,peugeot,,900
28885,,96,omega,station wagon,auto,136,150000,gasoline,opel,0.0,900
28900,90.0,1987,e_klasse,limousine,manual,109,150000,diesel,mercedes_benz,0.0,900
80955,60.0,1999,corsa,small car,manual,54,100000,gasoline,opel,0.0,900
12710,60.0,2000,golf,station wagon,manual,90,150000,diesel,volkswagen,0.0,900
145,60.0,1999,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,900
68745,70.0,1999,corsa,small car,manual,0,125000,diesel,opel,0.0,900
9040,60.0,2000,corsa,small car,manual,55,150000,gasoline,opel,0.0,900
15315,70.0,1998,mondeo,station wagon,manual,95,150000,gasoline,ford,1.0,900
53730,110.0,2001,agila,small car,manual,75,150000,gasoline,opel,0.0,900
17385,80.0,2003,arosa,small car,manual,60,125000,gasoline,seat,0.0,900
10620,50.0,1999,andere,small car,manual,55,150000,gasoline,hyundai,0.0,900
75015,100.0,1988,golf,limousine,manual,55,150000,gasoline,volkswagen,0.0,905
8170,40.0,2000,andere,,,0,150000,,ford,,908
30045,70.0,1998,polo,small car,manual,66,125000,gasoline,volkswagen,0.0,908
75650,100.0,2002,twingo,small car,manual,58,100000,gasoline,renault,0.0,909
16425,100.0,1996,golf,small car,auto,90,125000,,volkswagen,0.0,909
92560,50.0,2006,andere,small car,manual,75,150000,gasoline,peugeot,,909
41280,80.0,2001,fortwo,small car,auto,0,150000,gasoline,smart,0.0,909
85820,50.0,1996,3er,coupé,manual,102,150000,gasoline,bmw,0.0,909
53900,60.0,1997,golf,limousine,manual,75,150000,gasoline,volkswagen,0.0,909
12050,60.0,1999,scenic,bus,manual,80,5000,gasoline,renault,0.0,909
27805,70.0,2000,andere,bus,manual,101,150000,gasoline,mazda,0.0,909
46490,40.0,2001,micra,small car,manual,60,150000,gasoline,nissan,0.0,909
8325,70.0,2002,corsa,limousine,manual,75,80000,gasoline,opel,,909
53540,70.0,1996,3_reihe,small car,auto,110,150000,gasoline,peugeot,0.0,909
7535,,2016,2_reihe,,manual,60,150000,,peugeot,0.0,909
60660,60.0,1997,caddy,other,manual,60,150000,diesel,volkswagen,1.0,909
58355,60.0,1995,80,station wagon,manual,116,150000,gasoline,audi,0.0,909
76745,40.0,1998,c_klasse,limousine,manual,193,150000,gasoline,mercedes_benz,0.0,909
47405,70.0,1987,golf,small car,manual,72,150000,gasoline,volkswagen,0.0,909
95780,110.0,2001,,small car,manual,60,150000,,fiat,0.0,909
44910,,97,a4,limousine,manual,101,150000,gasoline,audi,0.0,909
46810,170.0,2001,andere,limousine,manual,109,125000,gasoline,citroen,1.0,909
51110,,2016,micra,,manual,0,150000,,nissan,0.0,909
30460,70.0,1998,golf,limousine,auto,101,150000,gasoline,volkswagen,0.0,909
33155,70.0,2006,,,,0,5000,,bmw,,909
60585,100.0,1997,espace,bus,manual,114,150000,gasoline,renault,0.0,909
41360,70.0,2001,fortwo,small car,,45,125000,gasoline,smart,0.0,909
73475,70.0,2000,lupo,small car,manual,50,150000,gasoline,volkswagen,,909
1800,60.0,1999,ypsilon,small car,manual,60,125000,gasoline,lancia,0.0,909
79265,160.0,2001,vectra,station wagon,manual,125,150000,diesel,opel,1.0,909
1945,70.0,1997,v70,station wagon,manual,144,150000,gasoline,volvo,0.0,909
15895,60.0,2000,corsa,small car,manual,54,125000,gasoline,opel,0.0,909
85830,90.0,2002,lupo,small car,manual,50,150000,gasoline,volkswagen,0.0,909
31715,60.0,2005,corsa,small car,manual,80,150000,gasoline,opel,0.0,909
9700,20.0,1999,5er,station wagon,auto,170,150000,gasoline,bmw,,909
91685,120.0,2001,lupo,small car,auto,61,150000,diesel,volkswagen,1.0,909
42250,50.0,1998,corsa,small car,manual,55,150000,gasoline,opel,,909
8695,70.0,1998,micra,small car,manual,54,150000,gasoline,nissan,0.0,909
53355,90.0,2000,focus,station wagon,manual,90,150000,diesel,ford,0.0,909
13610,130.0,2002,3_reihe,convertible,manual,110,125000,gasoline,peugeot,0.0,909
8375,40.0,1992,primera,station wagon,manual,90,80000,gasoline,nissan,0.0,909
47285,60.0,1995,corsa,small car,manual,45,90000,gasoline,opel,0.0,909
33490,50.0,2002,galaxy,bus,manual,145,150000,gasoline,ford,1.0,909
75000,80.0,2001,punto,small car,manual,80,150000,diesel,fiat,,909
37515,,2016,a_klasse,,manual,0,150000,gasoline,mercedes_benz,0.0,909
80905,,2,twingo,small car,manual,55,150000,gasoline,renault,0.0,909
31180,50.0,1996,e_klasse,limousine,auto,0,150000,gasoline,mercedes_benz,,909
89655,130.0,1997,punto,small car,manual,54,150000,gasoline,fiat,1.0,909
30850,150.0,2005,focus,limousine,manual,0,150000,gasoline,ford,1.0,909
285,,2016,micra,,manual,54,125000,gasoline,nissan,,909
47525,80.0,1998,5er,limousine,auto,150,150000,gasoline,bmw,0.0,909
25600,30.0,1997,a3,limousine,manual,101,150000,gasoline,audi,0.0,909
74335,100.0,2000,polo,small car,manual,60,150000,gasoline,volkswagen,1.0,909
51745,,90,caddy,,,98,5000,gasoline,volkswagen,,909
17470,50.0,1998,astra,limousine,manual,75,150000,gasoline,opel,0.0,909
63875,70.0,2001,vectra,station wagon,manual,125,150000,diesel,opel,,909
16955,70.0,1999,golf,limousine,manual,75,150000,gasoline,volkswagen,0.0,909
26265,70.0,2000,fortwo,,,0,150000,,smart,,909
79795,,4,ka,small car,manual,60,50000,gasoline,ford,0.0,909
49740,140.0,2002,focus,station wagon,manual,0,150000,,ford,1.0,909
19800,,97,passat,station wagon,,0,150000,gasoline,volkswagen,1.0,909
42455,90.0,2003,andere,station wagon,manual,90,150000,diesel,peugeot,,909
66055,70.0,1999,3er,limousine,manual,170,150000,gasoline,bmw,0.0,909
87105,100.0,2001,corsa,small car,manual,58,150000,gasoline,opel,0.0,909
35715,70.0,1999,a_klasse,small car,manual,90,150000,diesel,mercedes_benz,0.0,909
14650,30.0,1991,andere,coupé,manual,140,150000,gasoline,honda,0.0,909
40330,60.0,2003,polo,small car,manual,54,150000,liquefied petroleum gas,volkswagen,1.0,909
99545,60.0,1995,corsa,small car,manual,50,150000,,opel,0.0,909
88805,70.0,1997,3_reihe,station wagon,manual,75,150000,gasoline,peugeot,0.0,909
34920,60.0,2002,corolla,limousine,manual,110,150000,gasoline,toyota,0.0,909
46365,90.0,1999,vectra,station wagon,manual,101,150000,diesel,opel,0.0,909
13310,70.0,1997,corsa,small car,manual,60,150000,gasoline,opel,0.0,909
22675,140.0,1998,octavia,station wagon,manual,110,150000,diesel,skoda,1.0,909
67520,90.0,1997,passat,station wagon,manual,150,150000,gasoline,volkswagen,0.0,909
87225,,3,voyager,bus,manual,143,150000,diesel,chrysler,0.0,909
87910,70.0,2004,one,small car,manual,90,100000,gasoline,mini,1.0,909
18375,,98,clio,small car,manual,58,150000,gasoline,renault,0.0,909
38140,70.0,1998,3er,limousine,manual,102,150000,gasoline,bmw,0.0,909
9390,30.0,1997,polo,small car,manual,60,150000,gasoline,volkswagen,,909
37300,,2016,,,manual,0,90000,,suzuki,0.0,909
60135,70.0,1991,jetta,limousine,manual,70,150000,gasoline,volkswagen,0.0,909
83425,60.0,2000,andere,bus,manual,64,150000,diesel,seat,0.0,909
84635,110.0,1997,calibra,coupé,manual,136,150000,gasoline,opel,1.0,909
31465,60.0,1997,a3,limousine,manual,125,150000,gasoline,audi,1.0,909
43980,120.0,1999,3er,station wagon,manual,0,150000,gasoline,bmw,1.0,909
54650,,2016,punto,,manual,60,150000,gasoline,fiat,,909
72280,110.0,1999,yaris,small car,manual,69,150000,gasoline,toyota,0.0,909
68815,,2016,golf,,auto,90,150000,gasoline,volkswagen,,909
94485,70.0,1999,voyager,bus,manual,116,150000,diesel,chrysler,0.0,909
12235,50.0,1998,matiz,small car,manual,52,100000,gasoline,daewoo,,909
87820,50.0,2002,147,limousine,manual,120,150000,gasoline,alfa_romeo,0.0,909
13685,,2016,arosa,,manual,0,150000,gasoline,seat,,909
60680,60.0,1999,cordoba,small car,manual,75,150000,gasoline,seat,0.0,909
80390,70.0,2001,1_reihe,small car,manual,60,150000,gasoline,peugeot,,909
72315,,2016,focus,,manual,115,150000,,ford,0.0,909
15140,,2016,clio,,manual,50,150000,gasoline,renault,0.0,909
10370,80.0,1994,golf,limousine,manual,90,150000,gasoline,volkswagen,0.0,909
21505,60.0,2000,twingo,,manual,58,125000,,renault,0.0,909
85285,140.0,2001,3er,limousine,manual,116,150000,gasoline,bmw,1.0,909
61340,60.0,2000,focus,station wagon,manual,116,150000,gasoline,ford,0.0,909
7635,20.0,1996,accord,coupé,manual,150,125000,gasoline,honda,,909
39915,,16,berlingo,,manual,75,150000,gasoline,citroen,,909
5015,60.0,1998,golf,small car,manual,101,150000,,volkswagen,,909
82030,60.0,1997,golf,limousine,manual,75,150000,gasoline,volkswagen,0.0,909
99275,110.0,1999,,small car,manual,54,150000,gasoline,opel,0.0,909
85020,60.0,2000,2_reihe,small car,manual,75,150000,gasoline,peugeot,0.0,909
47340,,3,arosa,small car,manual,50,150000,gasoline,seat,1.0,909
22310,,2016,ibiza,,manual,60,150000,gasoline,seat,,909
97370,70.0,2000,corsa,small car,manual,75,150000,gasoline,opel,0.0,909
84425,,99,a6,limousine,manual,150,150000,diesel,audi,0.0,909
26355,70.0,2000,156,station wagon,manual,155,150000,gasoline,alfa_romeo,0.0,909
10625,,99,vectra,limousine,auto,101,150000,gasoline,opel,,909
39455,50.0,1999,a_klasse,limousine,manual,90,150000,diesel,mercedes_benz,0.0,909
94460,70.0,1993,golf,limousine,manual,60,70000,gasoline,volkswagen,0.0,909
72420,80.0,1999,lupo,small car,manual,50,150000,gasoline,volkswagen,0.0,909
29185,100.0,2002,laguna,station wagon,auto,0,150000,liquefied petroleum gas,renault,,909
12145,,1,astra,limousine,manual,75,150000,gasoline,opel,0.0,909
24155,80.0,2002,astra,limousine,manual,102,150000,gasoline,opel,1.0,909
55610,50.0,1994,c_klasse,limousine,auto,95,150000,diesel,mercedes_benz,0.0,909
42905,60.0,1998,lupo,small car,manual,50,150000,gasoline,volkswagen,0.0,909
81785,50.0,2001,twingo,small car,manual,75,150000,gasoline,renault,0.0,910
20960,50.0,1999,octavia,limousine,manual,125,150000,,skoda,0.0,910
21465,80.0,1996,polo,small car,manual,75,150000,gasoline,volkswagen,0.0,910
61940,100.0,1999,3er,station wagon,manual,193,150000,gasoline,bmw,1.0,910
58645,110.0,1993,passat,station wagon,manual,116,125000,gasoline,volkswagen,,910
5585,80.0,1993,80,limousine,auto,116,150000,liquefied petroleum gas,audi,1.0,910
56300,40.0,1999,sharan,bus,manual,0,5000,gasoline,volkswagen,0.0,910
13435,140.0,2005,twingo,small car,manual,58,150000,gasoline,renault,1.0,910
28635,80.0,1999,andere,station wagon,manual,75,150000,gasoline,peugeot,,910
69625,200.0,1980,andere,,,0,5000,,suzuki,1.0,910
84685,,96,a4,limousine,manual,101,150000,gasoline,audi,0.0,910
92510,,2016,,,manual,0,150000,gasoline,citroen,,910
51850,70.0,1998,corolla,small car,manual,86,150000,gasoline,toyota,0.0,910
88015,60.0,1993,850,station wagon,manual,140,150000,gasoline,volvo,0.0,910
67745,70.0,2000,andere,limousine,auto,133,125000,gasoline,chrysler,0.0,910
85615,40.0,2001,3_reihe,limousine,manual,98,150000,,mazda,,910
81780,,3,ka,small car,,60,150000,gasoline,ford,1.0,910
66505,70.0,1996,corsa,limousine,manual,60,80000,gasoline,opel,0.0,910
62705,20.0,2016,a3,,manual,110,150000,diesel,audi,1.0,910
21390,60.0,2000,lupo,,,50,150000,gasoline,volkswagen,0.0,910
96945,140.0,1995,andere,,manual,101,150000,diesel,ford,1.0,910
18260,50.0,2000,,limousine,manual,60,150000,gasoline,fiat,0.0,910
33930,80.0,1996,,limousine,auto,0,5000,gasoline,bmw,1.0,910
45480,90.0,2000,andere,coupé,manual,170,150000,gasoline,ford,0.0,910
9755,90.0,2000,bora,limousine,manual,150,150000,gasoline,volkswagen,1.0,910
74955,50.0,2000,corsa,small car,manual,0,150000,gasoline,opel,0.0,910
51515,80.0,2000,lupo,,manual,0,150000,gasoline,volkswagen,,910
51120,90.0,2001,mondeo,station wagon,manual,116,150000,diesel,ford,0.0,910
90465,60.0,2004,ka,small car,manual,60,150000,gasoline,ford,0.0,910
82570,90.0,2002,andere,small car,manual,60,125000,gasoline,citroen,,910
51450,100.0,2001,corsa,small car,manual,75,150000,gasoline,opel,1.0,910
42950,60.0,1998,golf,limousine,manual,75,150000,gasoline,volkswagen,0.0,910
52345,,2016,,,manual,114,150000,gasoline,renault,0.0,910
31615,70.0,1997,polo,small car,manual,50,150000,gasoline,volkswagen,0.0,910
21875,70.0,2002,c5,limousine,manual,107,150000,diesel,citroen,0.0,910
61655,100.0,1998,golf,small car,manual,101,150000,gasoline,volkswagen,1.0,910
49505,80.0,1996,c_klasse,limousine,manual,122,150000,gasoline,mercedes_benz,0.0,910
23010,50.0,1998,corolla,limousine,manual,86,150000,gasoline,toyota,0.0,910
12670,180.0,2002,clio,small car,manual,75,150000,gasoline,renault,1.0,910
48375,80.0,1997,golf,small car,manual,75,150000,gasoline,volkswagen,0.0,910
39485,60.0,1997,andere,,auto,193,150000,gasoline,chevrolet,,910
56285,50.0,2006,ibiza,small car,manual,75,150000,gasoline,seat,0.0,910
19995,50.0,2016,civic,,manual,90,80000,gasoline,honda,1.0,910
49760,80.0,1998,civic,limousine,manual,114,150000,gasoline,honda,0.0,910
49020,,2016,jazz,,manual,83,150000,,honda,,910
81875,60.0,1999,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,910
84040,,98,laguna,station wagon,auto,113,150000,gasoline,renault,0.0,910
14210,,88,200,limousine,manual,165,150000,gasoline,audi,,910
82280,70.0,1997,c_klasse,station wagon,manual,122,150000,,mercedes_benz,0.0,910
33770,70.0,2001,mondeo,limousine,manual,0,150000,gasoline,ford,,910
27305,80.0,2000,a_klasse,small car,manual,102,150000,gasoline,mercedes_benz,0.0,910
53265,70.0,2003,zafira,bus,manual,147,150000,gasoline,opel,1.0,910
53215,60.0,2000,,,,0,150000,,sonstige_autos,,910
20880,40.0,1998,twingo,small car,manual,58,150000,gasoline,renault,0.0,910
27165,40.0,1993,impreza,limousine,auto,103,150000,gasoline,subaru,0.0,910
8625,50.0,2002,156,station wagon,manual,140,150000,diesel,alfa_romeo,0.0,910
58255,,3,andere,other,,0,150000,,mitsubishi,,910
70600,60.0,2016,golf,,manual,0,150000,diesel,volkswagen,1.0,910
20675,110.0,2001,caddy,other,manual,64,150000,diesel,volkswagen,1.0,910
90485,70.0,2005,,,,116,30000,,volkswagen,,910
13475,80.0,2015,a3,,,0,5000,,audi,,910
23280,110.0,2001,mondeo,station wagon,manual,115,150000,diesel,ford,0.0,910
38165,90.0,2004,transit,bus,manual,0,150000,,ford,1.0,910
96375,50.0,2002,andere,limousine,,0,150000,gasoline,citroen,,910
78405,,99,4_reihe,station wagon,manual,109,150000,,peugeot,,910
10485,20.0,2016,c1,,manual,0,150000,,citroen,,910
26200,50.0,1998,corsa,small car,manual,75,100000,gasoline,opel,0.0,910
53455,170.0,2003,2_reihe,small car,,75,125000,gasoline,peugeot,1.0,910
38865,60.0,2004,kalos,small car,manual,83,125000,gasoline,daewoo,0.0,910
98000,,1,micra,small car,manual,0,150000,gasoline,nissan,0.0,910
50315,90.0,1994,c_klasse,limousine,auto,150,150000,gasoline,mercedes_benz,1.0,910
66070,80.0,2001,2_reihe,small car,manual,60,150000,gasoline,peugeot,0.0,910
63125,210.0,1960,,,,0,5000,,sonstige_autos,,910
3845,80.0,1997,vectra,limousine,manual,100,30000,gasoline,opel,,910
88880,,2016,golf,,manual,75,150000,gasoline,volkswagen,,910
86860,70.0,1998,a3,small car,manual,101,150000,,audi,,910
88430,60.0,1990,andere,limousine,manual,98,150000,,toyota,0.0,910
87305,100.0,1980,,other,,0,5000,,sonstige_autos,,910
8035,,2016,andere,,manual,0,150000,,seat,,910
5495,,96,a3,small car,manual,90,150000,diesel,audi,0.0,910
19030,70.0,2002,corsa,small car,manual,58,150000,gasoline,opel,0.0,910
85230,,99,focus,station wagon,manual,115,150000,gasoline,ford,0.0,910
91080,70.0,1997,mondeo,limousine,manual,170,150000,gasoline,ford,1.0,910
81085,50.0,1997,,limousine,manual,122,150000,,mercedes_benz,0.0,910
9160,60.0,2000,andere,small car,manual,69,150000,gasoline,suzuki,0.0,910
85300,20.0,1995,corsa,small car,manual,60,5000,gasoline,opel,0.0,910
74265,50.0,1991,3er,limousine,manual,192,150000,gasoline,bmw,0.0,910
19520,,1,,limousine,auto,146,150000,gasoline,ford,,910
85940,70.0,1998,golf,limousine,manual,101,150000,,volkswagen,0.0,910
84225,40.0,1998,lupo,small car,manual,50,150000,gasoline,volkswagen,0.0,910
94775,40.0,1996,polo,small car,manual,45,150000,gasoline,volkswagen,0.0,910
30320,60.0,1994,3er,limousine,manual,0,20000,gasoline,bmw,0.0,910
96685,50.0,1995,corsa,small car,manual,60,150000,gasoline,opel,0.0,910
48295,50.0,2004,matiz,small car,manual,0,150000,gasoline,chevrolet,0.0,910
70240,150.0,1996,golf,small car,auto,115,5000,gasoline,volkswagen,1.0,910
25250,50.0,1995,polo,small car,manual,54,70000,gasoline,volkswagen,0.0,910
18825,,2016,transporter,,,0,150000,diesel,volkswagen,,910
57910,80.0,1998,corsa,small car,manual,54,150000,gasoline,opel,0.0,910
83750,110.0,2003,micra,small car,manual,65,150000,gasoline,nissan,0.0,910
35815,130.0,2004,vectra,station wagon,auto,177,150000,,opel,1.0,910
23845,70.0,1998,c_klasse,station wagon,auto,0,150000,gasoline,mercedes_benz,0.0,910
36775,90.0,1999,a6,station wagon,auto,150,150000,diesel,audi,0.0,910
52025,70.0,1997,3er,limousine,manual,150,150000,gasoline,bmw,,910
42760,50.0,1997,astra,convertible,auto,75,150000,gasoline,opel,0.0,910
78395,70.0,2001,fortwo,small car,,60,125000,,smart,,910
22495,60.0,1996,golf,station wagon,manual,60,150000,gasoline,volkswagen,0.0,910
13705,50.0,2000,lupo,small car,manual,50,150000,gasoline,volkswagen,0.0,910
89260,30.0,2000,golf,,,0,150000,,volkswagen,,910
14910,80.0,1999,3_reihe,station wagon,manual,114,150000,gasoline,mazda,0.0,910
62660,60.0,1989,escort,convertible,manual,90,125000,gasoline,ford,0.0,910
82250,70.0,1999,vectra,limousine,manual,101,150000,gasoline,opel,0.0,910
12255,70.0,1995,3_reihe,limousine,manual,88,50000,gasoline,peugeot,0.0,910
55310,90.0,1989,golf,limousine,manual,54,150000,gasoline,volkswagen,0.0,910
98465,90.0,2004,kangoo,other,manual,60,150000,diesel,renault,1.0,910
26495,100.0,2001,laguna,limousine,manual,120,100000,gasoline,renault,1.0,910
3400,100.0,1998,ka,small car,,0,125000,gasoline,ford,0.0,910
62105,50.0,2000,twingo,small car,manual,60,125000,gasoline,renault,,910
11330,60.0,2000,seicento,small car,manual,55,90000,gasoline,fiat,0.0,910
43610,90.0,2000,vectra,station wagon,manual,136,150000,gasoline,opel,1.0,910
45410,60.0,2003,niva,,manual,82,60000,gasoline,lada,0.0,910
99910,50.0,1997,punto,convertible,manual,69,150000,gasoline,fiat,0.0,910
79115,100.0,2003,,small car,manual,90,150000,gasoline,peugeot,,910
40620,110.0,2006,6_reihe,station wagon,manual,121,150000,diesel,mazda,0.0,910
80835,50.0,2016,golf,,manual,75,150000,,volkswagen,1.0,910
47175,60.0,2000,,limousine,manual,60,150000,gasoline,fiat,,910
69980,80.0,1997,passat,limousine,manual,125,150000,gasoline,volkswagen,,910
79745,40.0,1999,andere,small car,manual,65,150000,gasoline,honda,0.0,910
4250,30.0,1998,3_reihe,limousine,auto,101,100000,gasoline,peugeot,0.0,910
14850,60.0,1991,andere,convertible,manual,90,150000,liquefied petroleum gas,nissan,,910
4565,80.0,2000,,,,75,150000,gasoline,sonstige_autos,,910
36950,140.0,1999,polo,small car,manual,50,150000,,volkswagen,1.0,910
64905,120.0,1991,5er,limousine,manual,192,150000,liquefied petroleum gas,bmw,0.0,910
21345,,2016,corsa,,manual,60,150000,gasoline,opel,,910
16255,80.0,1999,golf,coupé,manual,101,150000,gasoline,volkswagen,,910
99915,70.0,1998,combo,bus,manual,60,150000,diesel,opel,0.0,910
71755,10.0,2016,ibiza,,,0,150000,diesel,seat,,910
23445,100.0,2009,astra,small car,manual,125,125000,gasoline,opel,1.0,910
39805,90.0,2000,lupo,small car,manual,50,150000,gasoline,volkswagen,0.0,910
48235,120.0,2000,astra,limousine,manual,101,150000,gasoline,opel,1.0,910
28495,50.0,1998,,coupé,manual,116,125000,gasoline,hyundai,0.0,910
93350,90.0,1994,80,station wagon,manual,90,150000,diesel,audi,0.0,910
12895,70.0,1999,corsa,small car,manual,54,125000,gasoline,opel,0.0,910
64010,50.0,2000,,,,0,150000,,audi,,910
10375,70.0,1995,e_klasse,station wagon,manual,136,150000,gasoline,mercedes_benz,0.0,910
57890,60.0,1999,e_klasse,limousine,auto,204,150000,gasoline,mercedes_benz,,910
54805,190.0,1997,3er,convertible,manual,116,150000,gasoline,bmw,1.0,910
75125,60.0,2002,focus,station wagon,manual,115,150000,diesel,ford,0.0,910
95690,,5,espace,bus,auto,150,150000,diesel,renault,1.0,910
23685,50.0,2000,focus,station wagon,manual,116,150000,gasoline,ford,0.0,910
75220,10.0,2016,twingo,,manual,75,125000,gasoline,renault,0.0,954
35305,70.0,1990,golf,small car,manual,90,150000,gasoline,volkswagen,0.0,955
69895,130.0,1999,transit,bus,manual,63,150000,diesel,ford,1.0,955
6030,90.0,1998,golf,limousine,auto,75,150000,gasoline,volkswagen,0.0,955
41365,130.0,2002,kangoo,bus,manual,59,150000,diesel,renault,1.0,955
56665,60.0,2003,seicento,small car,manual,54,150000,gasoline,fiat,,955
91925,70.0,1998,corsa,small car,manual,54,150000,gasoline,opel,0.0,955
41775,70.0,2001,polo,limousine,manual,60,150000,gasoline,volkswagen,0.0,955
22345,70.0,1990,golf,,,0,150000,,volkswagen,,955
56105,70.0,1999,vectra,limousine,manual,101,150000,gasoline,opel,0.0,955
92660,70.0,2002,twingo,small car,manual,58,150000,gasoline,renault,0.0,955
85320,80.0,1998,vectra,station wagon,auto,101,150000,gasoline,opel,0.0,955
61450,100.0,1998,e_klasse,station wagon,auto,177,150000,diesel,mercedes_benz,1.0,955
75315,30.0,2000,a4,station wagon,manual,125,150000,gasoline,audi,0.0,955
46845,50.0,2003,focus,station wagon,manual,75,150000,diesel,ford,0.0,955
48520,70.0,1994,3er,coupé,manual,102,150000,gasoline,bmw,0.0,955
74020,100.0,2001,corsa,small car,manual,0,150000,gasoline,opel,0.0,955
4175,60.0,1997,polo,small car,manual,50,150000,gasoline,volkswagen,0.0,955
8010,100.0,1995,golf,convertible,manual,75,150000,gasoline,volkswagen,0.0,955
91025,60.0,1996,mondeo,limousine,manual,116,125000,gasoline,ford,0.0,955
49025,100.0,1997,,limousine,manual,90,150000,,ford,,955
44285,100.0,1999,corsa,small car,manual,65,150000,gasoline,opel,0.0,964
97685,,2016,3er,,manual,101,150000,gasoline,bmw,0.0,982
7390,50.0,1998,golf,limousine,,75,150000,gasoline,volkswagen,0.0,991
56770,70.0,1998,omega,limousine,manual,0,80000,gasoline,opel,0.0,1000
62115,60.0,2002,andere,small car,manual,87,150000,gasoline,daihatsu,0.0,1000
83920,60.0,2002,2_reihe,small car,manual,60,150000,gasoline,peugeot,,1000
81935,50.0,1992,croma,limousine,manual,116,90000,gasoline,fiat,0.0,1000
600,50.0,2002,clio,small car,manual,43,150000,gasoline,renault,0.0,1000
28045,80.0,1997,3er,station wagon,manual,118,150000,gasoline,bmw,0.0,1000
27580,90.0,2002,corsa,limousine,auto,75,150000,gasoline,opel,,1000
4200,90.0,1999,omega,limousine,manual,134,150000,liquefied petroleum gas,opel,,1000
94525,50.0,1997,3er,small car,manual,141,20000,gasoline,bmw,0.0,1000
71350,70.0,1996,civic,limousine,manual,114,150000,gasoline,honda,0.0,1000
37395,110.0,1996,twingo,small car,manual,54,125000,gasoline,renault,0.0,1000
77830,110.0,2003,focus,limousine,manual,101,150000,gasoline,ford,0.0,1000
23915,40.0,2016,andere,,manual,0,150000,diesel,citroen,1.0,1000
93460,40.0,1995,golf,limousine,manual,75,70000,gasoline,volkswagen,0.0,1000
71700,40.0,1995,a4,limousine,manual,1001,150000,,audi,0.0,1001
99585,70.0,2003,megane,small car,manual,95,150000,gasoline,renault,0.0,1001
39945,50.0,1997,twingo,small car,,55,150000,,renault,,1001
38770,160.0,1998,golf,convertible,manual,90,150000,gasoline,volkswagen,1.0,1001
17290,70.0,1995,80,station wagon,manual,101,150000,gasoline,audi,0.0,1001
50115,,0,corsa,small car,manual,58,150000,gasoline,opel,0.0,1001
35265,50.0,2003,kalos,small car,manual,94,80000,gasoline,daewoo,0.0,1001
32470,50.0,2003,ibiza,limousine,manual,64,150000,gasoline,seat,0.0,1001
49330,70.0,1998,a3,limousine,manual,90,150000,diesel,audi,0.0,1001
39545,110.0,1995,civic,coupé,manual,101,150000,gasoline,honda,0.0,1001
55265,60.0,1998,lupo,small car,manual,75,150000,gasoline,volkswagen,0.0,1001
89575,,2016,meriva,,manual,101,150000,diesel,opel,,1001
7675,110.0,1997,polo,station wagon,manual,75,125000,gasoline,volkswagen,1.0,1001
39680,50.0,2002,fiesta,small car,manual,0,100000,gasoline,ford,,1001
29660,40.0,1995,golf,convertible,manual,90,150000,gasoline,volkswagen,0.0,1001
87285,120.0,1999,a3,limousine,manual,101,150000,gasoline,audi,1.0,1001
52070,60.0,1996,a4,station wagon,manual,0,150000,gasoline,audi,0.0,1001
57690,60.0,1991,80,coupé,manual,133,150000,gasoline,audi,,1001
16840,,2016,,,manual,60,5000,,mazda,0.0,1001
59415,90.0,2001,fortwo,small car,,41,150000,diesel,smart,0.0,1001
74795,,4,,small car,manual,95,125000,gasoline,fiat,1.0,1001
78955,60.0,1996,a4,station wagon,manual,110,150000,diesel,audi,0.0,1001
82860,120.0,2007,ibiza,small car,manual,60,150000,gasoline,seat,1.0,1001
68850,50.0,1999,fiesta,small car,manual,60,100000,gasoline,ford,0.0,1001
47855,90.0,2001,clio,small car,,75,150000,gasoline,renault,,1001
47480,,2016,a_klasse,,manual,0,150000,gasoline,mercedes_benz,0.0,1001
69300,,16,a_klasse,,manual,75,150000,diesel,mercedes_benz,,1001
74375,120.0,2000,polo,small car,manual,75,150000,gasoline,volkswagen,0.0,1001
11355,80.0,1998,e_klasse,limousine,auto,136,150000,gasoline,mercedes_benz,0.0,1001
35400,,0,passat,limousine,auto,150,150000,diesel,volkswagen,,1001
30005,,96,clio,small car,manual,55,150000,,renault,,1001
97110,60.0,2002,andere,small car,manual,84,90000,gasoline,rover,0.0,1001
37420,50.0,1994,3er,coupé,manual,0,150000,gasoline,bmw,,1001
