,insurance_price,registration_year,model,type,gearbox,power,mileage,fuel,brand,damage,price
98811,40.0,1999,micra,small car,auto,55,100000,gasoline,nissan,,909
59582,30.0,1997,1_reihe,small car,manual,60,150000,,peugeot,,909
63934,40.0,1998,corsa,small car,manual,0,125000,gasoline,opel,0.0,909
80909,,16,c_klasse,,auto,122,150000,,mercedes_benz,0.0,909
53899,60.0,1995,a4,limousine,manual,101,150000,gasoline,audi,0.0,909
39861,60.0,1998,a6,limousine,auto,0,150000,diesel,audi,,909
77934,60.0,2001,twingo,small car,manual,0,150000,gasoline,renault,0.0,909
14277,120.0,1996,transporter,bus,manual,78,150000,diesel,volkswagen,1.0,909
30391,70.0,1999,polo,small car,manual,50,150000,gasoline,volkswagen,0.0,909
40311,70.0,1999,lupo,small car,manual,50,150000,gasoline,volkswagen,0.0,909
95014,90.0,1999,laguna,limousine,manual,140,150000,gasoline,renault,0.0,909
15908,40.0,2003,polo,small car,manual,75,150000,gasoline,volkswagen,0.0,909
3987,,1,2_reihe,small car,manual,60,150000,gasoline,peugeot,0.0,909
20137,70.0,1995,vectra,limousine,manual,0,150000,diesel,opel,0.0,909
45944,60.0,2002,,small car,manual,55,90000,gasoline,fiat,,909
4294,70.0,2001,ptcruiser,limousine,manual,141,150000,gasoline,chrysler,0.0,909
62058,90.0,2002,andere,bus,manual,65,150000,diesel,seat,0.0,909
28092,80.0,1996,mondeo,limousine,manual,111,150000,gasoline,ford,0.0,909
45042,80.0,1987,80,limousine,manual,111,150000,gasoline,audi,0.0,909
98039,,2016,,,manual,60,150000,gasoline,opel,,909
63343,60.0,1996,golf,station wagon,manual,75,150000,gasoline,volkswagen,0.0,909
6739,50.0,2001,147,limousine,manual,105,125000,gasoline,alfa_romeo,0.0,909
41376,40.0,1997,passat,limousine,manual,101,150000,gasoline,volkswagen,0.0,909
83768,60.0,1998,golf,limousine,manual,60,125000,gasoline,volkswagen,0.0,909
13298,120.0,2000,polo,small car,manual,60,150000,,volkswagen,1.0,909
75784,80.0,1996,golf,limousine,manual,60,150000,gasoline,volkswagen,0.0,909
42411,80.0,1999,golf,limousine,,0,125000,gasoline,volkswagen,,909
8677,60.0,1989,golf,limousine,manual,69,150000,gasoline,volkswagen,0.0,909
162,,4,c5,limousine,manual,122,150000,diesel,citroen,0.0,909
37679,60.0,1999,micra,small car,manual,54,150000,gasoline,nissan,0.0,909
32069,60.0,1998,lancer,station wagon,manual,113,150000,gasoline,mitsubishi,0.0,909
99026,40.0,1998,polo,small car,manual,64,150000,diesel,volkswagen,0.0,909
99181,60.0,2000,scenic,bus,manual,107,150000,gasoline,renault,0.0,909
36889,80.0,2002,seicento,small car,manual,54,90000,gasoline,fiat,0.0,909
90069,60.0,1999,focus,limousine,manual,116,150000,gasoline,ford,0.0,909
77317,70.0,2000,andere,station wagon,auto,230,150000,gasoline,saab,0.0,909
90152,,2016,golf,,auto,124,150000,gasoline,volkswagen,0.0,909
94067,80.0,1998,e_klasse,station wagon,manual,136,150000,gasoline,mercedes_benz,0.0,909
8181,50.0,2001,andere,bus,manual,115,150000,gasoline,mazda,,909
913,100.0,2003,espace,bus,manual,150,150000,diesel,renault,1.0,909
13022,70.0,2000,corsa,small car,manual,54,90000,gasoline,opel,0.0,909
37533,70.0,2002,156,station wagon,manual,140,150000,gasoline,alfa_romeo,0.0,909
54708,100.0,2000,lupo,small car,manual,50,150000,gasoline,volkswagen,0.0,909
96918,50.0,2006,logan,limousine,manual,75,125000,gasoline,dacia,0.0,909
93747,,99,golf,limousine,manual,90,150000,diesel,volkswagen,0.0,909
35994,50.0,1999,v40,station wagon,manual,116,150000,gasoline,volvo,0.0,909
8161,150.0,1992,,limousine,manual,72,150000,diesel,mercedes_benz,1.0,909
85789,60.0,1999,twingo,small car,manual,55,150000,gasoline,renault,0.0,909
84939,80.0,1997,3er,station wagon,auto,150,150000,gasoline,bmw,0.0,909
67922,80.0,2002,omega,limousine,manual,144,80000,gasoline,opel,0.0,909
17774,,2016,astra,,manual,75,150000,gasoline,opel,,909
24537,60.0,1997,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,909
71584,10.0,2016,golf,,manual,90,150000,gasoline,volkswagen,0.0,909
44086,70.0,2002,a_klasse,limousine,auto,95,150000,diesel,mercedes_benz,0.0,909
60586,70.0,1986,80,limousine,manual,90,90000,gasoline,audi,0.0,909
80417,70.0,2005,kalos,small car,manual,0,125000,gasoline,daewoo,0.0,909
35311,40.0,1998,astra,station wagon,manual,75,150000,gasoline,opel,0.0,909
86431,60.0,1997,omega,limousine,auto,136,150000,gasoline,opel,0.0,909
76508,70.0,2000,cordoba,small car,manual,90,150000,diesel,seat,0.0,909
78763,120.0,1998,voyager,bus,manual,116,5000,diesel,chrysler,1.0,909
55279,100.0,2001,3er,limousine,manual,105,150000,gasoline,bmw,1.0,909
57699,,2016,3_reihe,,manual,0,125000,gasoline,mazda,,909
70912,70.0,1998,escort,convertible,manual,115,150000,gasoline,ford,,909
74089,100.0,2003,punto,small car,manual,60,150000,gasoline,fiat,0.0,909
86868,60.0,1998,polo,small car,manual,60,125000,gasoline,volkswagen,,909
17444,60.0,1996,c_klasse,limousine,manual,122,150000,gasoline,mercedes_benz,0.0,909
80079,50.0,1997,vectra,station wagon,manual,116,150000,gasoline,opel,0.0,909
29848,80.0,2003,matiz,other,manual,60,80000,gasoline,daewoo,,909
86188,,97,legacy,station wagon,manual,120,150000,gasoline,subaru,1.0,909
77257,80.0,2000,lupo,small car,manual,50,150000,gasoline,volkswagen,0.0,909
32401,50.0,1997,mondeo,station wagon,,0,150000,gasoline,ford,0.0,909
57788,90.0,2000,avensis,station wagon,manual,110,150000,diesel,toyota,0.0,909
89072,50.0,1996,a4,limousine,manual,101,150000,gasoline,audi,0.0,909
46266,80.0,1999,andere,station wagon,manual,75,150000,gasoline,skoda,0.0,909
10317,80.0,1999,corsa,small car,manual,54,150000,gasoline,opel,0.0,909
73807,120.0,2000,twingo,small car,manual,58,150000,gasoline,renault,0.0,909
56131,50.0,1998,punto,small car,manual,85,150000,gasoline,fiat,0.0,909
33139,,98,civic,limousine,manual,75,150000,gasoline,honda,,909
38816,100.0,1999,ypsilon,small car,manual,60,125000,gasoline,lancia,0.0,909
4912,110.0,2002,v70,station wagon,manual,200,150000,gasoline,volvo,1.0,909
31874,90.0,2001,2_reihe,small car,manual,88,150000,gasoline,peugeot,0.0,909
45106,,99,almera,limousine,manual,75,150000,gasoline,nissan,0.0,909
49998,30.0,2001,andere,small car,manual,0,20000,gasoline,citroen,,909
59559,90.0,1999,2_reihe,small car,manual,135,150000,gasoline,peugeot,0.0,909
42962,120.0,2005,2_reihe,small car,manual,60,150000,gasoline,peugeot,1.0,909
94876,,97,,small car,auto,82,150000,gasoline,mercedes_benz,0.0,909
72599,90.0,1996,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,909
22241,120.0,1999,golf,limousine,manual,0,150000,diesel,volkswagen,0.0,909
11367,120.0,1998,clio,small car,manual,75,150000,gasoline,renault,1.0,909
55879,60.0,1998,micra,small car,manual,54,150000,gasoline,nissan,0.0,909
28519,70.0,2006,,,,0,5000,,audi,,909
97953,90.0,2000,lupo,small car,auto,61,150000,diesel,volkswagen,1.0,909
92143,90.0,1998,golf,convertible,manual,101,150000,gasoline,volkswagen,0.0,909
454,60.0,1995,golf,coupé,manual,116,150000,gasoline,volkswagen,,909
56452,,2016,astra,,manual,0,150000,gasoline,opel,0.0,909
46183,110.0,1999,omega,limousine,manual,136,150000,gasoline,opel,0.0,909
13914,90.0,2001,lupo,small car,manual,50,150000,gasoline,volkswagen,1.0,909
281,,95,micra,small car,auto,54,80000,gasoline,nissan,0.0,909
76914,40.0,1998,,limousine,manual,101,150000,gasoline,opel,0.0,909
30561,,0,corsa,small car,manual,65,150000,gasoline,opel,0.0,909
99892,70.0,1999,golf,small car,manual,101,150000,gasoline,volkswagen,0.0,909
6904,70.0,2002,twingo,small car,manual,58,150000,gasoline,renault,0.0,909
66687,60.0,2000,polo,small car,manual,60,150000,diesel,volkswagen,0.0,909
22311,130.0,1998,3er,limousine,manual,170,150000,gasoline,bmw,1.0,909
50468,100.0,1998,golf,limousine,manual,75,150000,gasoline,volkswagen,0.0,909
84591,50.0,1999,6_reihe,limousine,manual,115,150000,gasoline,mazda,0.0,909
57548,70.0,1993,5er,other,auto,150,150000,gasoline,bmw,0.0,909
19083,120.0,1998,c_klasse,limousine,manual,125,125000,gasoline,mercedes_benz,1.0,909
59359,210.0,1991,andere,station wagon,manual,132,150000,gasoline,mercedes_benz,1.0,909
75203,70.0,1994,andere,small car,,0,125000,,skoda,,909
92559,50.0,1997,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,909
13738,60.0,2000,arosa,small car,manual,50,150000,gasoline,seat,0.0,909
463,,98,1_reihe,small car,manual,45,150000,gasoline,peugeot,0.0,909
88166,100.0,2000,andere,,manual,125,150000,gasoline,honda,0.0,909
49767,80.0,1999,ibiza,small car,manual,60,150000,gasoline,seat,0.0,909
90118,30.0,1999,astra,limousine,manual,101,150000,gasoline,opel,0.0,909
79163,80.0,2006,logan,small car,manual,75,125000,gasoline,dacia,0.0,909
75286,120.0,2000,punto,small car,manual,0,150000,gasoline,fiat,,909
38194,60.0,1998,andere,limousine,manual,150,150000,gasoline,saab,0.0,909
48072,10.0,2016,fiesta,,manual,75,150000,,ford,,909
50336,,0,omega,station wagon,manual,170,150000,gasoline,opel,0.0,909
97882,60.0,1992,passat,station wagon,manual,115,150000,gasoline,volkswagen,,909
93561,50.0,2000,,,auto,106,150000,,volkswagen,,909
58818,110.0,1997,andere,bus,manual,0,150000,diesel,chrysler,1.0,909
8211,50.0,1997,civic,limousine,manual,75,100000,gasoline,honda,0.0,909
55011,80.0,2000,,small car,,58,100000,gasoline,renault,,909
85292,110.0,1998,cuore,small car,auto,0,150000,gasoline,daihatsu,,909
40799,10.0,2016,transporter,,manual,68,150000,diesel,volkswagen,0.0,909
72389,70.0,2003,andere,station wagon,manual,115,150000,diesel,mitsubishi,0.0,909
60474,70.0,1997,5er,limousine,manual,170,150000,gasoline,bmw,0.0,909
53476,100.0,1978,sprinter,station wagon,manual,72,150000,diesel,mercedes_benz,0.0,909
38551,30.0,1994,golf,limousine,manual,75,125000,gasoline,volkswagen,0.0,909
81116,70.0,2000,focus,limousine,manual,101,150000,gasoline,ford,0.0,909
31143,90.0,1984,andere,limousine,auto,60,20000,gasoline,opel,,909
49591,190.0,1970,andere,other,manual,38,60000,other,volkswagen,,909
72598,110.0,2002,focus,station wagon,,116,150000,diesel,ford,,909
74958,50.0,1997,3_reihe,small car,manual,0,150000,gasoline,mazda,0.0,909
46849,90.0,1996,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,909
82009,70.0,1999,lupo,small car,manual,50,150000,gasoline,volkswagen,0.0,909
66942,90.0,1993,3er,limousine,manual,120,150000,gasoline,bmw,0.0,909
58102,70.0,1999,scenic,bus,manual,98,150000,diesel,renault,0.0,909
44209,100.0,1998,astra,station wagon,manual,75,150000,gasoline,opel,0.0,909
16683,70.0,2000,2_reihe,small car,,0,150000,gasoline,peugeot,0.0,909
51399,,5,cuore,small car,manual,58,150000,gasoline,daihatsu,0.0,909
65054,90.0,2000,corsa,small car,manual,60,150000,gasoline,opel,0.0,909
7774,130.0,1998,andere,small car,manual,75,150000,gasoline,toyota,1.0,909
22252,60.0,1998,octavia,limousine,manual,75,125000,gasoline,skoda,0.0,909
51839,70.0,1999,focus,small car,manual,75,150000,gasoline,ford,0.0,909
1951,,2016,golf,,auto,90,150000,gasoline,volkswagen,,909
75972,180.0,2001,megane,station wagon,manual,100,150000,gasoline,renault,1.0,909
87216,80.0,1996,,bus,manual,116,150000,gasoline,ford,0.0,909
16532,,1,twingo,small car,manual,58,125000,gasoline,renault,0.0,909
66398,50.0,2002,corsa,small car,,0,150000,gasoline,opel,,909
53958,50.0,2001,omega,station wagon,manual,144,150000,gasoline,opel,,909
65771,70.0,2001,e_klasse,station wagon,auto,170,150000,diesel,mercedes_benz,0.0,909
80382,130.0,2004,kangoo,station wagon,manual,70,150000,liquefied petroleum gas,renault,1.0,909
42966,,2016,ptcruiser,,manual,130,150000,gasoline,chrysler,,909
80777,50.0,1997,carisma,limousine,manual,90,5000,,mitsubishi,0.0,909
43811,50.0,1994,golf,limousine,manual,60,150000,gasoline,volkswagen,0.0,909
36582,60.0,1999,passat,station wagon,manual,120,150000,gasoline,volkswagen,,909
18808,70.0,1997,andere,coupé,manual,90,150000,gasoline,toyota,0.0,909
47998,80.0,1994,passat,station wagon,manual,116,150000,gasoline,volkswagen,0.0,909
6308,110.0,1996,3er,station wagon,manual,150,150000,gasoline,bmw,0.0,909
49512,70.0,1994,golf,convertible,manual,90,150000,gasoline,volkswagen,0.0,909
42821,,96,mondeo,limousine,manual,112,150000,gasoline,ford,0.0,909
14289,,1,a6,station wagon,auto,150,150000,,audi,1.0,909
49323,90.0,1996,corsa,small car,manual,45,125000,gasoline,opel,0.0,909
76238,90.0,1999,clio,small car,manual,0,125000,gasoline,renault,0.0,909
94963,30.0,1990,andere,other,,0,5000,,seat,,909
12098,70.0,1996,civic,small car,manual,90,150000,gasoline,honda,0.0,909
1376,70.0,1992,andere,limousine,manual,75,70000,gasoline,volkswagen,,909
6579,60.0,2003,andere,station wagon,manual,115,150000,diesel,mitsubishi,0.0,909
52156,100.0,2001,arosa,small car,manual,60,150000,diesel,seat,1.0,909
73843,,97,polo,small car,manual,45,125000,gasoline,volkswagen,0.0,909
64976,20.0,1997,astra,limousine,manual,101,125000,gasoline,opel,0.0,909
23613,140.0,1997,a4,station wagon,manual,110,150000,diesel,audi,1.0,909
2071,120.0,1995,a8,limousine,auto,174,150000,gasoline,audi,0.0,909
87747,70.0,2003,andere,other,manual,0,150000,diesel,mazda,,909
30582,50.0,1999,andere,limousine,manual,82,125000,gasoline,fiat,0.0,909
21104,40.0,1998,fiesta,small car,manual,50,60000,gasoline,ford,0.0,909
49927,100.0,1984,6_reihe,limousine,manual,101,100000,gasoline,mazda,0.0,909
26899,70.0,1998,e_klasse,limousine,auto,170,150000,gasoline,mercedes_benz,,909
97798,,1,corsa,small car,manual,75,150000,gasoline,opel,0.0,909
31718,70.0,1999,arosa,small car,manual,50,150000,gasoline,seat,0.0,909
73503,110.0,2001,vectra,station wagon,manual,125,150000,diesel,opel,1.0,909
16101,60.0,2002,corsa,small car,manual,75,150000,gasoline,opel,,909
70588,,0,,station wagon,manual,125,150000,diesel,opel,0.0,909
69176,80.0,2000,e_klasse,,,0,150000,,mercedes_benz,,909
1172,60.0,1999,a_klasse,limousine,manual,0,150000,gasoline,mercedes_benz,0.0,909
85116,120.0,1990,s_klasse,limousine,auto,118,150000,gasoline,mercedes_benz,,909
6752,40.0,1997,vectra,limousine,auto,136,150000,gasoline,opel,0.0,909
6548,,98,corsa,small car,manual,54,150000,gasoline,opel,0.0,909
10036,130.0,2002,ibiza,small car,manual,0,150000,gasoline,seat,1.0,909
73863,50.0,1999,e_klasse,station wagon,auto,170,150000,gasoline,mercedes_benz,,909
30037,,2016,,,manual,60,125000,,volkswagen,,909
15826,50.0,2004,micra,small car,manual,65,150000,gasoline,nissan,0.0,909
92028,70.0,2002,punto,small car,manual,0,150000,gasoline,fiat,,909
72013,,91,90,limousine,manual,136,150000,gasoline,audi,0.0,909
36372,40.0,1999,golf,limousine,manual,102,150000,gasoline,volkswagen,,909
64013,70.0,2001,andere,small car,manual,0,150000,gasoline,citroen,0.0,909
95006,50.0,1997,almera,limousine,manual,75,150000,gasoline,nissan,0.0,909
62484,60.0,1990,andere,limousine,auto,118,150000,gasoline,mercedes_benz,,909
10204,60.0,1996,fiesta,limousine,manual,0,80000,gasoline,ford,0.0,909
50877,90.0,2001,fortwo,small car,auto,54,150000,gasoline,smart,1.0,909
71838,70.0,2000,156,limousine,manual,192,150000,liquefied petroleum gas,alfa_romeo,0.0,909
71572,100.0,2004,primera,station wagon,manual,102,150000,diesel,nissan,1.0,909
41463,80.0,1990,andere,coupé,manual,113,150000,liquefied petroleum gas,audi,0.0,909
98838,,2016,,,manual,75,150000,gasoline,opel,,909
93829,70.0,1997,v70,station wagon,manual,144,150000,gasoline,volvo,0.0,909
67261,100.0,2000,fiesta,small car,manual,75,80000,gasoline,ford,0.0,909
18436,50.0,1996,polo,small car,manual,50,150000,gasoline,volkswagen,0.0,909
18327,60.0,1999,corsa,small car,manual,65,125000,gasoline,opel,0.0,910
10143,,89,golf,limousine,manual,54,150000,gasoline,volkswagen,0.0,910
69102,80.0,2000,,,,0,150000,,sonstige_autos,0.0,910
10211,,99,golf,station wagon,manual,101,150000,gasoline,volkswagen,,910
34208,90.0,2002,astra,coupé,manual,147,150000,gasoline,opel,,910
26673,60.0,1993,3_reihe,small car,manual,88,150000,gasoline,mazda,0.0,910
45978,50.0,2001,scenic,bus,manual,95,150000,gasoline,renault,0.0,910
77358,100.0,1995,,,manual,0,150000,,fiat,,910
18208,50.0,2000,corsa,small car,,73,150000,gasoline,opel,0.0,910
60537,230.0,1973,kaefer,convertible,manual,34,150000,gasoline,volkswagen,1.0,910
38883,80.0,1997,andere,small car,manual,103,80000,gasoline,rover,0.0,910
48061,80.0,2001,focus,small car,manual,101,150000,gasoline,ford,0.0,910
55681,40.0,2016,passat,,manual,101,150000,,volkswagen,1.0,910
86519,110.0,1992,fiesta,small car,manual,131,125000,gasoline,ford,0.0,910
12661,90.0,1999,omega,station wagon,auto,136,150000,,opel,0.0,910
14193,40.0,2016,golf,,manual,100,150000,,volkswagen,1.0,910
6122,100.0,1998,4_reihe,coupé,auto,132,150000,gasoline,peugeot,1.0,910
70648,50.0,2000,,,,0,5000,,sonstige_autos,,910
51226,,1,fortwo,convertible,,41,125000,diesel,smart,0.0,910
16824,70.0,1995,c_klasse,limousine,auto,150,150000,gasoline,mercedes_benz,0.0,910
60019,,1960,kaefer,,,0,40000,,volkswagen,,910
4461,180.0,1999,andere,,,0,150000,gasoline,nissan,1.0,910
91926,120.0,1999,beetle,limousine,manual,90,150000,diesel,volkswagen,1.0,910
28254,,2016,,,,0,125000,gasoline,fiat,0.0,910
5242,90.0,2002,lupo,small car,manual,50,150000,gasoline,volkswagen,0.0,910
27857,60.0,2000,polo,small car,manual,75,150000,gasoline,volkswagen,0.0,910
1173,60.0,2001,golf,small car,manual,75,150000,gasoline,volkswagen,,910
30954,,96,4_reihe,limousine,,0,150000,gasoline,peugeot,0.0,910
54166,50.0,2001,corsa,small car,manual,60,150000,gasoline,opel,0.0,910
94664,50.0,2004,focus,limousine,manual,105,150000,diesel,ford,0.0,910
54406,90.0,1997,,station wagon,manual,75,5000,,peugeot,0.0,910
10408,70.0,2000,polo,,,0,150000,,volkswagen,,910
87604,80.0,2001,2_reihe,small car,manual,60,150000,gasoline,peugeot,0.0,910
36114,90.0,2003,signum,station wagon,manual,125,150000,diesel,opel,1.0,910
83591,100.0,1993,golf,limousine,manual,90,150000,gasoline,volkswagen,0.0,910
90067,100.0,2004,,bus,manual,105,150000,gasoline,daewoo,,910
47537,90.0,1999,corsa,small car,manual,54,125000,gasoline,opel,0.0,910
45247,110.0,1997,a4,station wagon,manual,101,150000,diesel,audi,0.0,910
54189,,98,corsa,small car,manual,54,150000,gasoline,opel,0.0,910
56911,100.0,1999,vectra,station wagon,manual,0,150000,gasoline,opel,,910
77699,,2016,golf,,,101,150000,,volkswagen,,910
31888,40.0,2016,,,auto,125,150000,,audi,1.0,910
3363,,2016,civic,,manual,75,150000,,honda,0.0,910
79679,70.0,1998,micra,small car,manual,54,125000,gasoline,nissan,0.0,910
13056,180.0,1976,,limousine,,0,125000,,sonstige_autos,0.0,910
41987,40.0,2002,2_reihe,small car,manual,90,150000,diesel,peugeot,0.0,910
87853,90.0,2001,micra,small car,manual,60,150000,gasoline,nissan,0.0,910
78751,140.0,1994,5er,limousine,manual,150,150000,gasoline,bmw,1.0,910
63529,110.0,2000,polo,station wagon,manual,95,150000,diesel,volkswagen,1.0,910
97928,,2016,golf,,manual,70,150000,gasoline,volkswagen,0.0,910
25921,100.0,1997,,station wagon,manual,101,30000,diesel,volkswagen,0.0,910
6273,,2016,polo,,,60,150000,gasoline,volkswagen,,910
83006,50.0,1996,andere,,manual,124,150000,gasoline,ford,0.0,910
25857,120.0,2001,punto,small car,manual,60,125000,gasoline,fiat,1.0,910
86304,60.0,2000,4_reihe,,,0,150000,,peugeot,,910
64224,,2016,stilo,,manual,80,150000,,fiat,,910
76821,110.0,1999,passat,station wagon,manual,90,150000,diesel,volkswagen,1.0,910
18182,60.0,2000,v70,station wagon,auto,140,150000,,volvo,1.0,910
77876,100.0,1998,passat,limousine,manual,148,150000,gasoline,volkswagen,0.0,910
74486,100.0,2002,fiesta,small car,manual,0,125000,gasoline,ford,0.0,910
24947,,2016,c_klasse,,manual,170,5000,gasoline,mercedes_benz,,910
46526,50.0,2002,ka,small car,manual,60,150000,gasoline,ford,0.0,910
8271,140.0,1980,3er,coupé,,0,150000,,bmw,1.0,910
37626,,96,polo,small car,manual,45,150000,gasoline,volkswagen,0.0,910
55641,,2016,,,manual,75,5000,gasoline,opel,0.0,910
50211,40.0,2000,megane,limousine,manual,0,150000,gasoline,renault,,910
83693,60.0,2000,andere,bus,manual,140,150000,,hyundai,,910
61813,,97,v40,station wagon,manual,115,150000,gasoline,volvo,0.0,910
36861,60.0,2001,scenic,bus,manual,90,150000,diesel,renault,0.0,910
17109,110.0,1998,fiesta,small car,manual,75,100000,gasoline,ford,0.0,910
79404,50.0,1999,golf,small car,manual,75,150000,gasoline,volkswagen,0.0,910
99079,60.0,2001,focus,limousine,manual,75,150000,gasoline,ford,1.0,910
53587,30.0,1996,polo,small car,manual,60,5000,gasoline,volkswagen,0.0,910
1771,80.0,1998,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,910
77142,70.0,1996,golf,limousine,manual,101,150000,gasoline,volkswagen,0.0,910
79323,60.0,1999,clio,small car,manual,75,150000,gasoline,renault,0.0,910
19877,,16,,,manual,58,150000,,renault,0.0,910
37354,60.0,2000,accord,limousine,manual,136,125000,gasoline,honda,0.0,910
37692,120.0,1999,andere,other,auto,63,150000,gasoline,suzuki,1.0,910
89819,60.0,2006,fiesta,small car,manual,80,150000,,ford,,910
86192,40.0,1994,passat,station wagon,manual,115,5000,gasoline,volkswagen,0.0,910
26513,90.0,1991,andere,limousine,manual,97,150000,gasoline,chrysler,0.0,910
47023,90.0,2001,corsa,small car,manual,0,150000,gasoline,opel,0.0,910
9867,100.0,2005,3_reihe,station wagon,manual,136,150000,gasoline,peugeot,1.0,910
41438,70.0,2002,focus,station wagon,manual,101,150000,gasoline,ford,0.0,910
83281,80.0,1980,caddy,other,manual,50,150000,diesel,volkswagen,1.0,910
92656,80.0,2001,e_klasse,station wagon,auto,197,150000,diesel,mercedes_benz,1.0,910
9624,60.0,1996,850,station wagon,manual,144,150000,gasoline,volvo,0.0,910
58211,20.0,2001,andere,limousine,auto,97,150000,gasoline,mitsubishi,0.0,910
69574,80.0,2000,ypsilon,small car,manual,60,150000,gasoline,lancia,0.0,910
88521,60.0,1999,fiesta,small car,manual,60,150000,gasoline,ford,0.0,910
45972,70.0,1995,tigra,small car,manual,106,125000,gasoline,opel,0.0,910
67791,60.0,1995,golf,convertible,manual,82,150000,gasoline,volkswagen,0.0,910
77371,,96,polo,small car,auto,60,150000,gasoline,volkswagen,0.0,910
68291,60.0,1996,5er,limousine,manual,150,150000,gasoline,bmw,0.0,910
80828,50.0,2007,clio,small car,manual,58,150000,gasoline,renault,0.0,910
62204,110.0,1996,passat,station wagon,manual,101,150000,gasoline,volkswagen,0.0,910
1657,,4,fortwo,small car,auto,61,90000,gasoline,smart,1.0,910
83811,80.0,1998,3er,coupé,manual,140,150000,gasoline,bmw,0.0,910
70394,30.0,2005,andere,,manual,156,150000,gasoline,citroen,,910
43153,110.0,2001,corolla,limousine,manual,97,150000,gasoline,toyota,0.0,910
34142,70.0,1998,alhambra,bus,manual,116,125000,gasoline,seat,0.0,910
35001,110.0,1999,a_klasse,limousine,auto,90,150000,diesel,mercedes_benz,0.0,910
16518,20.0,2016,stilo,,manual,116,150000,diesel,fiat,1.0,910
26401,160.0,1986,transporter,bus,manual,0,60000,diesel,volkswagen,1.0,910
9592,80.0,2000,a_klasse,limousine,manual,102,125000,gasoline,mercedes_benz,0.0,910
31132,70.0,1997,golf,limousine,manual,60,150000,gasoline,volkswagen,0.0,910
12338,60.0,2000,galant,limousine,manual,136,100000,gasoline,mitsubishi,,910
83833,,2016,golf,,manual,0,150000,gasoline,volkswagen,,910
80688,,99,vectra,station wagon,manual,101,150000,gasoline,opel,0.0,910
12203,60.0,1999,passat,station wagon,manual,101,150000,gasoline,volkswagen,0.0,910
7579,,2016,combo,,manual,0,150000,diesel,opel,,910
37393,20.0,1997,golf,small car,manual,101,150000,gasoline,volkswagen,,910
17649,100.0,2000,,limousine,manual,60,150000,gasoline,fiat,0.0,910
36296,100.0,2001,mondeo,limousine,manual,115,150000,gasoline,ford,,910
65527,100.0,2000,corsa,small car,manual,58,150000,gasoline,opel,1.0,910
40757,,2,2_reihe,small car,manual,75,150000,gasoline,peugeot,1.0,910
78724,70.0,2000,galaxy,bus,manual,0,150000,gasoline,ford,0.0,910
38312,140.0,2002,lupo,small car,manual,60,150000,gasoline,volkswagen,0.0,910
18901,70.0,2001,agila,station wagon,manual,0,125000,liquefied petroleum gas,opel,,910
8068,,1,sirion,small car,manual,145,125000,gasoline,daihatsu,0.0,910
70956,50.0,1999,vectra,station wagon,manual,135,150000,gasoline,opel,,910
43668,90.0,1995,transporter,,manual,60,150000,,volkswagen,,910
47983,,2016,focus,,manual,136,150000,,ford,0.0,910
37191,60.0,1998,andere,coupé,manual,122,150000,gasoline,citroen,0.0,910
63813,90.0,2005,scenic,bus,manual,101,150000,diesel,renault,1.0,910
58337,50.0,1996,a3,limousine,manual,90,150000,diesel,audi,0.0,910
35804,130.0,1993,transporter,bus,manual,77,150000,diesel,volkswagen,0.0,910
15053,90.0,2003,stilo,limousine,manual,103,150000,gasoline,fiat,0.0,910
87693,90.0,1997,corsa,small car,auto,60,125000,,opel,0.0,910
9826,50.0,1996,astra,other,manual,75,125000,gasoline,opel,,910
43506,20.0,2016,golf,,manual,60,150000,,volkswagen,0.0,910
52177,60.0,2000,clio,small car,manual,58,150000,gasoline,renault,,910
13737,70.0,1998,polo,small car,manual,0,150000,gasoline,volkswagen,0.0,910
99266,60.0,2000,andere,small car,manual,84,125000,gasoline,suzuki,0.0,910
8322,70.0,2002,,coupé,auto,170,150000,gasoline,fiat,1.0,910
15158,140.0,1994,80,station wagon,auto,150,150000,gasoline,audi,1.0,910
21694,70.0,1999,fortwo,small car,auto,54,150000,gasoline,smart,0.0,910
53272,70.0,1997,polo,small car,manual,50,150000,gasoline,volkswagen,0.0,910
25943,60.0,2001,fortwo,small car,auto,48,150000,diesel,smart,0.0,910
63762,70.0,2016,astra,,auto,0,150000,gasoline,opel,1.0,910
18489,,98,3_reihe,limousine,auto,101,100000,gasoline,peugeot,0.0,910
7363,60.0,1997,c_klasse,limousine,manual,122,150000,gasoline,mercedes_benz,0.0,910
99981,100.0,1992,80,limousine,manual,133,150000,gasoline,audi,0.0,910
55411,20.0,2016,corsa,,manual,54,150000,gasoline,opel,0.0,910
9169,10.0,2016,mondeo,,manual,0,150000,gasoline,ford,0.0,910
31851,70.0,1998,astra,limousine,manual,75,150000,gasoline,opel,0.0,910
41647,80.0,2000,a_klasse,,manual,102,150000,gasoline,mercedes_benz,0.0,910
45072,130.0,2001,147,small car,manual,150,150000,gasoline,alfa_romeo,1.0,910
39437,70.0,1998,a_klasse,small car,manual,101,150000,gasoline,mercedes_benz,0.0,910
